state_abbrev,fips,age_group,race,registered
LA,023,35-64,Native American,4
IL,101,35-64,Other,1
OK,091,18-34,Uncoded,36
ND,061,18-34,African-American,1
TX,133,35-64,African-American,9
PA,055,65+,Native American,3
IA,105,18-34,Uncoded,28
MN,095,65+,Asian,3
WA,065,65+,Asian,4
ND,019,65+,Uncoded,9
KY,205,65+,African-American,3
NM,028,65+,Asian,21
KY,187,18-34,African-American,2
GA,313,65+,Native American,3
PA,115,65+,Asian,1
KS,069,18-34,Uncoded,19
TN,163,18-34,Asian,15
TX,473,65+,Asian,3
SD,079,35-64,Hispanic,3
NV,023,18-34,Asian,2
NY,107,18-34,African-American,4
TX,357,35-64,Native American,1
KY,167,65+,Hispanic,1
TN,183,18-34,Asian,2
CA,057,35-64,Native American,10
PA,019,35-64,Native American,6
OH,171,35-64,African-American,10
OK,083,65+,Asian,3
MI,113,65+,Native American,2
GA,201,18-34,Uncoded,0
ND,097,35-64,Native American,6
TX,087,18-34,African-American,14
AR,125,65+,Asian,14
AL,099,35-64,Hispanic,6
IN,015,65+,Hispanic,9
CA,,65+,Other,15
MI,047,18-34,Native American,8
IA,135,35-64,African-American,2
TX,049,18-34,African-American,14
WV,107,35-64,Other,1
NM,021,35-64,Uncoded,6
TX,031,18-34,Native American,3
WI,001,35-64,African-American,4
OH,109,35-64,Hispanic,19
KS,143,35-64,Hispanic,4
TN,015,18-34,Uncoded,20
AL,011,35-64,Uncoded,0
NJ,029,35-64,Native American,20
NY,115,65+,Hispanic,3
DE,,18-34,Asian,0
GA,081,35-64,Uncoded,2
TN,043,35-64,Asian,7
WI,141,35-64,Other,1
IA,027,65+,African-American,1
ND,053,35-64,Hispanic,10
NC,131,18-34,Other,10
CA,109,35-64,African-American,8
VT,007,65+,African-American,10
LA,003,18-34,Other,23
NE,153,65+,Native American,7
MA,013,18-34,Native American,6
TN,027,18-34,Uncoded,3
LA,035,35-64,Hispanic,7
NE,161,65+,Native American,10
IN,093,18-34,African-American,11
LA,099,65+,Asian,23
MO,045,35-64,Uncoded,7
CO,121,18-34,Hispanic,11
KS,043,18-34,Hispanic,2
NC,153,65+,Uncoded,3
IA,145,18-34,Hispanic,4
KS,143,65+,Uncoded,6
FL,029,65+,Uncoded,0
KS,205,35-64,Hispanic,3
IA,015,35-64,Hispanic,10
WY,021,18-34,Asian,3
WI,123,35-64,Hispanic,7
NC,091,65+,Asian,8
MO,187,18-34,Hispanic,7
SD,085,35-64,Native American,7
FL,037,35-64,Native American,9
MI,101,18-34,Native American,4
GA,229,18-34,Asian,10
MO,039,65+,Hispanic,1
MD,035,65+,Native American,2
OK,151,65+,Native American,3
MI,135,18-34,Hispanic,3
NE,003,35-64,African-American,0
KY,207,18-34,Hispanic,2
KY,107,35-64,Asian,4
IA,053,35-64,African-American,6
IA,095,18-34,African-American,3
AR,141,18-34,Uncoded,13
IA,149,35-64,Asian,4
MN,031,18-34,Uncoded,8
MI,029,35-64,Native American,12
TN,117,65+,Hispanic,4
MI,003,35-64,Native American,8
KS,129,35-64,Uncoded,10
UT,045,65+,Native American,1
MO,051,18-34,Asian,4
SD,,65+,African-American,2
MO,207,65+,Asian,4
AR,009,35-64,Native American,4
FL,065,18-34,Asian,7
VA,161,18-34,Asian,37
SD,083,65+,Native American,4
KS,109,35-64,Uncoded,9
TN,045,35-64,Hispanic,12
NC,197,18-34,Asian,8
SC,087,65+,Hispanic,6
NE,109,65+,Native American,15
NY,079,65+,Native American,2
VA,185,18-34,Uncoded,27
PA,107,18-34,Native American,1
LA,025,65+,Uncoded,0
NC,177,18-34,Asian,1
MT,001,18-34,Native American,0
KS,201,18-34,Uncoded,3
WV,033,18-34,Hispanic,14
IN,169,35-64,African-American,5
TN,131,65+,Hispanic,5
MS,083,35-64,Asian,0
NE,013,35-64,Asian,1
MA,,65+,Other,4
MO,207,35-64,Asian,1
AL,059,35-64,Asian,10
MN,035,35-64,Asian,11
MN,105,65+,African-American,12
AK,110,65+,African-American,8
AR,049,18-34,Uncoded,5
NM,049,18-34,Asian,8
AL,041,18-34,Uncoded,2
OK,153,65+,Asian,1
UT,027,65+,African-American,0
UT,041,65+,Native American,3
NC,143,65+,Uncoded,0
MI,101,65+,African-American,2
UT,041,35-64,Asian,1
OK,043,18-34,Hispanic,2
TX,091,18-34,Native American,3
IA,017,35-64,Hispanic,2
TN,189,35-64,Native American,4
NY,115,35-64,Hispanic,5
MI,047,35-64,Hispanic,3
MA,007,65+,Native American,2
VT,027,18-34,African-American,4
SD,049,18-34,African-American,1
MI,159,65+,Native American,12
GA,071,65+,Native American,2
AR,,65+,Other,1
MO,101,35-64,Asian,12
MO,029,65+,Hispanic,5
IL,053,18-34,African-American,1
WY,037,18-34,Asian,2
VA,075,65+,Asian,2
MI,155,35-64,Native American,9
AL,057,18-34,Native American,1
AR,123,18-34,Uncoded,8
KS,199,18-34,Hispanic,1
GA,017,35-64,Asian,9
MS,145,35-64,Other,2
WV,005,65+,Uncoded,1
TX,143,65+,Native American,2
SD,085,18-34,Uncoded,1
GA,165,18-34,Uncoded,4
WI,005,35-64,Native American,9
PA,123,18-34,Hispanic,1
MD,025,35-64,Native American,13
VA,135,18-34,Hispanic,3
CO,115,18-34,Hispanic,13
MN,135,65+,Hispanic,3
IL,179,35-64,Asian,7
WV,029,35-64,Hispanic,1
TN,153,65+,African-American,1
MI,143,65+,Hispanic,7
VT,021,18-34,Asian,4
VA,041,18-34,Other,7
TN,061,35-64,Asian,2
KY,185,35-64,Other,1
SD,013,35-64,African-American,8
WI,001,35-64,Asian,2
IN,119,18-34,African-American,1
IL,013,65+,Uncoded,6
IN,105,35-64,Native American,1
OH,007,35-64,Other,1
GA,267,35-64,Asian,8
KY,211,65+,Native American,3
WV,053,18-34,Asian,3
MO,141,18-34,African-American,3
MO,149,65+,Uncoded,6
NC,039,18-34,Asian,8
MI,047,65+,Other,1
NY,043,35-64,Hispanic,5
WA,065,35-64,Asian,6
GA,205,18-34,Native American,3
NH,,65+,Asian,0
WI,085,35-64,Hispanic,9
WV,063,18-34,Uncoded,4
IN,155,35-64,African-American,7
AL,115,18-34,Native American,8
LA,031,65+,Native American,10
IN,017,18-34,African-American,4
WA,017,18-34,Native American,3
CO,014,18-34,Other,2
TX,409,18-34,Other,1
CA,101,18-34,Other,1
WY,019,35-64,Hispanic,9
SD,069,65+,Uncoded,6
GA,289,65+,Hispanic,9
WI,037,65+,Asian,1
TX,355,65+,Native American,4
MN,149,65+,Uncoded,9
TN,047,65+,Asian,4
CO,035,65+,Native American,12
NC,045,18-34,Native American,8
ID,041,65+,African-American,3
KS,073,18-34,Hispanic,4
KY,047,35-64,Native American,4
UT,031,35-64,Uncoded,0
MS,039,35-64,Hispanic,3
TX,221,18-34,African-American,2
SC,087,65+,Other,5
RI,003,65+,Native American,1
CA,057,18-34,African-American,3
KS,003,65+,Uncoded,2
NY,079,35-64,Native American,3
MO,013,18-34,Native American,2
MN,161,65+,Asian,3
MT,013,65+,Asian,2
MS,019,65+,Uncoded,5
PA,129,65+,Other,2
VA,017,65+,Uncoded,5
ME,017,35-64,Asian,5
KS,021,65+,Hispanic,1
NJ,021,65+,Native American,4
MO,163,65+,Uncoded,6
KS,037,35-64,Native American,1
CA,051,65+,African-American,1
ND,081,18-34,Uncoded,4
SD,049,18-34,Asian,1
IL,127,18-34,Hispanic,4
UT,053,35-64,Other,2
AR,145,35-64,Other,1
OH,123,65+,Native American,1
NY,075,35-64,Other,1
LA,081,35-64,Hispanic,2
WI,,65+,Native American,6
MD,017,18-34,Other,5
HI,007,35-64,Other,3
MO,061,35-64,Native American,0
MO,073,35-64,Native American,1
SC,059,65+,Hispanic,41
MO,077,65+,Asian,71
GA,047,18-34,Asian,88
DE,,65+,Caucasian,135
CO,101,35-64,Uncoded,544
CO,065,18-34,Hispanic,160
MO,085,18-34,Caucasian,700
PA,075,65+,Hispanic,407
AZ,011,35-64,Hispanic,354
KY,049,35-64,African-American,184
OK,035,65+,Hispanic,1
OH,139,18-34,African-American,404
GA,057,65+,Other,369
OK,055,35-64,Uncoded,25
MI,,35-64,Uncoded,58
NE,077,18-34,Uncoded,13
VA,700,35-64,Uncoded,1649
TX,021,18-34,African-American,231
AL,041,65+,African-American,371
MI,075,18-34,African-American,538
KS,097,18-34,Caucasian,201
CO,013,35-64,Native American,19
OK,035,18-34,Caucasian,861
IL,091,35-64,Uncoded,773
FL,015,65+,Asian,328
NE,081,35-64,Uncoded,41
OR,045,65+,Hispanic,290
AK,170,65+,Uncoded,149
MD,039,18-34,African-American,489
MS,061,35-64,Uncoded,23
SC,051,65+,Other,248
CT,007,35-64,Asian,147
ND,049,65+,Caucasian,1003
MN,031,65+,Caucasian,1011
OR,063,35-64,Hispanic,5
FL,019,65+,Native American,134
MO,227,18-34,Caucasian,198
RI,005,65+,Uncoded,219
OR,061,35-64,Uncoded,110
TN,009,65+,African-American,259
OH,141,35-64,Uncoded,130
TN,023,35-64,African-American,229
IA,153,65+,Asian,259
TX,383,65+,Hispanic,82
OK,027,35-64,Asian,580
OK,041,65+,Native American,216
OH,173,65+,African-American,12
MS,103,35-64,Caucasian,529
WI,073,18-34,Uncoded,274
TX,317,18-34,Uncoded,14
SD,027,35-64,Native American,7
SD,061,65+,Caucasian,556
IA,149,35-64,Uncoded,125
NC,023,65+,Asian,70
ID,079,18-34,Uncoded,5
GA,063,65+,Uncoded,112
PA,041,18-34,Hispanic,81
WI,105,35-64,African-American,390
IA,039,18-34,Caucasian,833
LA,065,65+,African-American,573
RI,005,35-64,Hispanic,139
NM,047,65+,Caucasian,958
NE,109,18-34,Native American,14
NV,015,65+,Caucasian,461
VA,197,35-64,African-American,50
OR,057,35-64,Hispanic,77
FL,037,65+,African-American,94
OK,131,18-34,Hispanic,53
MT,055,65+,Caucasian,287
GA,289,35-64,Asian,5
SC,021,65+,African-American,1169
MO,097,65+,Hispanic,67
OK,125,18-34,African-American,37
GA,089,65+,Other,936
AK,164,65+,Caucasian,9
NV,003,35-64,Native American,181
MS,035,65+,Uncoded,80
TX,063,35-64,Caucasian,1759
KY,179,35-64,Uncoded,126
MN,021,65+,Native American,93
OR,033,35-64,Hispanic,160
FL,071,18-34,Native American,139
NC,065,35-64,Other,76
VA,683,65+,Uncoded,162
VA,047,18-34,Uncoded,273
GA,245,65+,Uncoded,70
KS,019,35-64,Caucasian,668
GA,023,35-64,African-American,469
NY,001,35-64,Hispanic,461
GA,151,65+,Other,438
OH,165,35-64,African-American,188
MS,009,35-64,African-American,675
AR,117,18-34,African-American,28
OH,061,35-64,Hispanic,170
MT,035,35-64,Uncoded,252
LA,031,18-34,Native American,16
MT,011,35-64,Caucasian,244
TX,333,35-64,Uncoded,28
TX,191,18-34,Caucasian,127
AL,095,35-64,Native American,60
GA,077,35-64,Other,436
GA,237,65+,Other,11
MN,141,35-64,Uncoded,371
CO,093,65+,Uncoded,63
WV,085,65+,Uncoded,3
NC,163,65+,Asian,9
TX,293,65+,Hispanic,62
AR,057,35-64,Uncoded,46
VA,678,65+,African-American,31
AZ,,35-64,Asian,30
KS,095,18-34,Caucasian,671
NC,035,18-34,Other,415
KY,083,35-64,Uncoded,102
MO,043,65+,Uncoded,82
KS,085,65+,Uncoded,33
AL,049,35-64,Native American,98
OR,013,18-34,Uncoded,115
MS,075,35-64,Uncoded,146
NC,151,65+,Hispanic,128
KY,123,35-64,African-American,14
OH,065,35-64,African-American,9
AL,113,35-64,Hispanic,216
GA,151,65+,Uncoded,92
PA,037,35-64,Hispanic,26
NE,173,65+,Native American,66
NV,021,35-64,Native American,10
MO,119,65+,Hispanic,28
VA,037,18-34,African-American,254
TN,019,35-64,African-American,47
AR,109,35-64,Asian,1
VA,149,18-34,Asian,1
AR,027,65+,Other,1
KS,053,18-34,Native American,1
NE,133,18-34,Hispanic,1
CA,077,35-64,Other,1
IL,055,18-34,Asian,1
IL,105,35-64,Asian,1
IA,091,35-64,Asian,1
VA,169,18-34,Asian,1
NJ,015,18-34,Other,2
MN,051,65+,African-American,0
GA,159,18-34,Asian,2
MT,065,65+,Native American,1
KS,013,65+,Asian,1
ID,085,18-34,African-American,2
IL,087,18-34,African-American,1
TN,071,18-34,Other,1
TX,379,65+,Native American,1
NE,057,35-64,Hispanic,1
ID,007,35-64,Native American,2
MT,109,18-34,Uncoded,1
VA,177,65+,Other,1
OK,073,18-34,Other,1
SD,059,35-64,African-American,1
WI,043,65+,Native American,1
SD,043,35-64,Hispanic,1
VA,057,65+,Native American,1
IA,091,65+,Native American,1
MO,091,18-34,Asian,1
IN,011,35-64,Other,1
IL,079,65+,Asian,1
ND,065,18-34,Hispanic,1
MO,203,35-64,Hispanic,1
NY,109,65+,Other,1
ID,003,18-34,Hispanic,1
MI,041,65+,African-American,6
MN,017,65+,Hispanic,1
NY,023,65+,Hispanic,2
AK,060,65+,Native American,1
MT,049,35-64,Other,1
TX,427,65+,African-American,1
KS,001,35-64,Asian,1
KS,187,65+,Uncoded,1
MT,037,65+,Asian,1
ID,015,65+,African-American,3
NJ,041,65+,Other,3
IL,079,35-64,African-American,1
SD,095,65+,African-American,1
NE,155,18-34,Hispanic,3
TN,009,18-34,Native American,2
VA,185,35-64,Hispanic,1
IN,085,35-64,Other,1
WI,125,35-64,African-American,1
IA,067,65+,Asian,2
MO,147,35-64,Asian,5
IL,103,35-64,Other,1
MS,011,18-34,Native American,0
NE,019,35-64,Native American,2
AR,123,65+,Hispanic,0
MA,023,65+,Native American,1
SD,005,18-34,African-American,2
IA,137,65+,African-American,1
SD,031,35-64,Asian,1
NC,095,18-34,Uncoded,1
NE,059,18-34,Hispanic,2
KY,161,18-34,Asian,1
KS,157,65+,Hispanic,1
IA,069,35-64,Native American,0
AR,001,65+,Asian,1
ID,069,65+,African-American,1
VA,083,35-64,Asian,2
MN,075,18-34,Asian,1
TX,507,18-34,Uncoded,1
CO,017,35-64,Hispanic,3
UT,055,35-64,African-American,2
VA,161,35-64,Other,1
TN,027,35-64,Hispanic,1
TX,243,35-64,Asian,1
MI,045,65+,Native American,3
MO,085,65+,Hispanic,0
AR,049,65+,Hispanic,0
VA,103,65+,Hispanic,0
OH,023,35-64,Other,1
GA,099,18-34,Asian,1
NY,111,35-64,Other,2
AL,119,65+,Asian,2
MI,059,18-34,Asian,1
WV,049,35-64,Hispanic,4
UT,027,65+,Native American,0
HI,009,65+,Other,1
SD,039,35-64,Native American,1
KS,159,18-34,Native American,1
IA,025,65+,Asian,1
ND,051,35-64,Native American,0
GA,165,18-34,Native American,5
CO,119,18-34,Asian,1
OH,165,65+,Other,2
CT,013,65+,Other,2
TX,447,18-34,African-American,1
OH,071,18-34,Asian,1
MI,129,65+,African-American,1
VA,127,35-64,Native American,1
IA,055,35-64,Native American,1
MN,133,35-64,Asian,0
TN,027,65+,Other,1
MT,089,65+,Other,1
MI,037,18-34,Other,1
IL,179,18-34,Other,1
TX,019,35-64,Native American,1
VA,117,18-34,Native American,1
NV,021,35-64,Asian,1
VA,011,35-64,Native American,0
IN,059,35-64,Native American,1
IN,021,35-64,Native American,1
KY,221,18-34,Native American,1
GA,279,65+,Native American,2
ND,087,35-64,Uncoded,0
IL,175,18-34,Hispanic,1
MN,091,18-34,Native American,1
MO,203,65+,Other,1
NE,121,65+,African-American,1
KS,165,65+,African-American,1
NY,097,35-64,Asian,1
TX,431,65+,African-American,1
KY,217,65+,Asian,1
KS,145,18-34,Other,1
VA,125,35-64,Asian,0
MN,073,18-34,Asian,1
NE,021,18-34,Hispanic,1
LA,065,18-34,Native American,1
CO,027,35-64,African-American,1
VA,045,65+,Asian,1
IA,193,18-34,Other,1
CA,087,65+,Other,1
NY,041,35-64,Hispanic,1
OK,099,18-34,Asian,1
ID,031,35-64,African-American,0
IL,171,18-34,Uncoded,1
NV,,35-64,Asian,3
MS,121,18-34,Asian,10
ND,015,35-64,African-American,38
PA,129,35-64,Asian,94
MA,,35-64,Asian,20
SD,093,65+,Uncoded,37
ME,027,35-64,Uncoded,81
WI,078,18-34,Native American,30
ID,033,35-64,Hispanic,3
GA,137,35-64,Native American,23
SD,035,18-34,Native American,5
TX,333,35-64,Hispanic,48
RI,007,18-34,Native American,21
VA,640,65+,Uncoded,7
ID,041,18-34,Hispanic,11
NV,023,35-64,African-American,38
NC,145,65+,Asian,4
NM,055,35-64,African-American,6
VA,580,18-34,African-American,44
OH,119,18-34,Uncoded,62
PA,079,35-64,Other,5
IA,109,65+,Uncoded,8
MT,061,35-64,Uncoded,13
SD,083,65+,Uncoded,68
IN,137,65+,Uncoded,11
TN,043,18-34,African-American,101
OK,107,18-34,Uncoded,33
OR,031,18-34,Native American,20
NM,043,35-64,African-American,110
KY,073,35-64,Hispanic,16
PA,067,18-34,Uncoded,24
MI,057,35-64,Native American,3
GA,095,18-34,Uncoded,20
FL,047,18-34,Asian,4
VA,600,18-34,African-American,36
SC,041,65+,Hispanic,62
WI,037,35-64,Asian,2
IN,123,35-64,Uncoded,30
GA,079,35-64,Uncoded,5
AR,033,18-34,Asian,13
TX,415,18-34,Uncoded,83
NM,009,35-64,Asian,8
NE,167,18-34,Uncoded,19
MO,109,18-34,Hispanic,100
KY,233,65+,African-American,70
CO,063,65+,Uncoded,11
NM,006,65+,Uncoded,73
NC,171,35-64,Asian,41
IL,021,35-64,Uncoded,40
IA,137,35-64,Uncoded,20
GA,251,65+,Hispanic,6
OH,151,18-34,Asian,24
IN,049,35-64,Uncoded,63
TX,255,65+,Uncoded,46
PA,093,18-34,Asian,14
MI,099,65+,Native American,30
GA,231,35-64,Other,26
NE,185,35-64,Native American,1
GA,131,35-64,Other,29
NV,021,65+,Native American,4
VT,001,65+,African-American,1
MO,037,65+,Hispanic,24
GA,277,35-64,Uncoded,15
GA,031,65+,Hispanic,23
TN,059,35-64,Hispanic,16
KS,069,65+,Uncoded,9
AR,091,35-64,Hispanic,17
ND,025,65+,Uncoded,15
KY,041,18-34,Uncoded,20
PA,127,65+,Hispanic,18
TN,161,18-34,Uncoded,20
TX,067,35-64,Hispanic,27
NC,017,18-34,Other,41
NM,047,65+,Uncoded,16
IN,099,35-64,African-American,4
OK,065,65+,African-American,57
MN,159,35-64,Hispanic,4
MS,087,65+,Hispanic,3
SC,049,65+,Native American,2
AL,107,35-64,Other,9
OH,127,35-64,Hispanic,3
VT,011,65+,Uncoded,52
LA,029,65+,Other,13
MI,025,35-64,Asian,92
NC,141,18-34,Asian,21
WA,035,35-64,Other,9
MI,073,35-64,Asian,22
GA,117,65+,Native American,33
CA,071,18-34,Native American,70
TX,051,18-34,Uncoded,74
LA,003,65+,Other,14
MT,071,35-64,Uncoded,11
FL,059,35-64,Uncoded,2
OK,145,65+,Native American,59
MO,001,65+,Asian,5
MS,027,35-64,Uncoded,23
OH,011,65+,Hispanic,3
FL,123,65+,Hispanic,10
TN,007,18-34,Uncoded,17
NJ,011,35-64,Native American,12
NC,077,65+,Hispanic,52
WI,057,65+,Native American,11
CO,009,35-64,Uncoded,22
MI,143,35-64,Hispanic,5
GA,293,35-64,Uncoded,5
MO,155,35-64,Uncoded,40
OR,033,65+,Hispanic,50
ID,019,65+,Asian,13
IA,031,18-34,African-American,2
MI,085,18-34,Hispanic,1
NC,135,65+,Uncoded,22
SC,021,18-34,Asian,31
NV,033,65+,Uncoded,22
TN,185,35-64,African-American,44
MA,001,35-64,Asian,45
NC,149,35-64,Uncoded,15
OK,013,35-64,Asian,7
TN,173,65+,Uncoded,10
CO,059,35-64,Other,9
KS,151,65+,Hispanic,8
KS,035,18-34,African-American,8
GA,295,18-34,Asian,19
IA,059,18-34,Uncoded,33
TX,043,65+,African-American,0
WI,119,35-64,Uncoded,27
ID,049,65+,Hispanic,1
OH,071,18-34,African-American,24
MN,165,65+,Uncoded,16
NY,105,65+,Other,2
MN,139,35-64,Native American,28
SD,033,35-64,Uncoded,33
NE,027,35-64,African-American,1
NY,083,65+,Other,1
MT,071,65+,Hispanic,1
OH,069,18-34,Asian,1
KY,135,65+,Asian,1
IA,093,35-64,Asian,1
NY,121,35-64,Native American,1
KY,077,65+,Native American,1
AP,,65+,Other,2
KS,097,18-34,Asian,1
MN,047,18-34,African-American,1
AR,021,65+,Asian,1
MO,211,18-34,African-American,1
SD,059,18-34,Hispanic,1
MN,059,65+,Asian,2
OH,167,35-64,Asian,1
VA,023,18-34,Asian,1
TN,069,65+,Hispanic,0
ID,069,65+,Asian,0
KS,055,18-34,Native American,1
SC,001,18-34,Asian,3
MI,121,18-34,Other,1
CO,105,18-34,Other,1
VT,003,65+,Native American,0
TN,127,18-34,Native American,1
SD,057,65+,African-American,2
KS,195,65+,Asian,1
AR,031,35-64,Other,1
MN,029,35-64,Asian,1
NM,047,65+,African-American,3
KS,043,35-64,Hispanic,1
MO,113,65+,Asian,1
TN,051,65+,Asian,1
ND,057,35-64,Other,1
MO,059,65+,Asian,2
LA,081,18-34,Hispanic,1
PA,035,35-64,Native American,1
MS,135,35-64,Asian,0
ND,037,35-64,Asian,1
OH,147,65+,Native American,1
LA,091,18-34,Asian,1
WV,005,18-34,Hispanic,1
IL,023,65+,African-American,1
MT,061,35-64,African-American,1
KS,021,35-64,Asian,2
IN,139,35-64,Hispanic,1
GA,239,35-64,Uncoded,0
IL,161,18-34,Other,1
TX,333,65+,African-American,1
MT,039,18-34,Uncoded,2
IL,151,65+,Hispanic,2
OR,015,18-34,Native American,1
AL,131,65+,Other,2
TX,199,35-64,Other,1
KY,143,18-34,African-American,1
WV,031,65+,Asian,1
WI,001,18-34,Asian,1
ID,007,18-34,Asian,0
VT,017,65+,Hispanic,1
PA,107,35-64,Native American,0
CO,109,18-34,African-American,1
MO,209,65+,Other,1
SD,077,18-34,Hispanic,1
IN,023,35-64,Native American,1
KY,161,65+,Hispanic,1
KS,043,18-34,Native American,0
VA,195,65+,Hispanic,1
IN,179,35-64,Other,1
TX,411,35-64,Native American,1
IA,161,35-64,Asian,1
MS,093,18-34,Native American,1
AL,013,65+,African-American,924
AR,131,18-34,Uncoded,582
MT,099,65+,Caucasian,1047
TX,143,65+,Uncoded,78
OH,071,18-34,Caucasian,3707
OK,095,35-64,Hispanic,112
MS,099,35-64,African-American,985
GA,131,35-64,Caucasian,3258
MI,061,18-34,Asian,10
FL,093,35-64,Uncoded,8
TX,209,18-34,Uncoded,907
AZ,017,18-34,Native American,542
MI,021,65+,African-American,1717
IL,181,65+,Caucasian,3073
TX,133,65+,Hispanic,50
LA,113,35-64,African-American,1453
MT,043,65+,Caucasian,2189
MS,069,35-64,African-American,1198
AK,020,65+,Uncoded,1478
VA,125,35-64,Caucasian,3086
KS,037,35-64,Uncoded,143
IA,161,65+,Caucasian,2028
MD,003,65+,Hispanic,240
VA,079,35-64,Hispanic,12
OR,017,65+,Uncoded,574
LA,033,18-34,Asian,686
OR,039,18-34,Uncoded,2550
MS,043,35-64,African-American,1720
AL,059,18-34,Caucasian,2581
IN,103,18-34,Caucasian,3180
GA,001,35-64,Caucasian,3090
VA,193,18-34,Caucasian,1219
TX,487,35-64,African-American,125
LA,093,18-34,African-American,967
SC,047,18-34,Hispanic,169
WV,015,65+,Caucasian,977
CA,069,65+,Caucasian,3841
AL,095,18-34,Hispanic,621
WA,011,18-34,Asian,702
WA,041,35-64,Uncoded,516
VA,095,35-64,Native American,0
OK,131,18-34,Uncoded,312
MT,071,65+,Native American,7
TX,483,35-64,Caucasian,711
WI,141,18-34,Caucasian,3436
MS,001,18-34,Uncoded,12
GA,277,35-64,Caucasian,5343
VA,081,35-64,Caucasian,802
OK,053,65+,Caucasian,639
KS,069,65+,Caucasian,414
AL,111,65+,Caucasian,3092
NE,055,35-64,Asian,436
TN,,35-64,Caucasian,1764
VA,011,18-34,Caucasian,1640
LA,041,35-64,Caucasian,2873
MS,027,35-64,Caucasian,1031
AZ,,35-64,Native American,153
TN,157,35-64,Hispanic,769
MO,143,18-34,African-American,167
TX,017,35-64,Caucasian,482
VA,119,65+,Caucasian,2060
CO,035,65+,Uncoded,1320
MO,125,18-34,Caucasian,820
TX,349,65+,African-American,504
AR,039,35-64,Caucasian,778
AR,011,65+,Caucasian,929
TX,257,18-34,African-American,862
IL,019,35-64,Asian,724
NC,169,35-64,African-American,339
TX,249,18-34,Hispanic,2675
MS,141,35-64,Caucasian,3961
SC,039,65+,African-American,1715
OK,085,18-34,Caucasian,660
PA,081,18-34,African-American,158
SC,023,65+,African-American,1499
IL,037,35-64,Uncoded,751
FL,091,65+,Asian,667
AR,071,35-64,Uncoded,71
IL,065,65+,Caucasian,1393
MS,093,65+,African-American,1802
IA,021,35-64,Hispanic,423
PA,113,65+,Caucasian,1009
ND,033,65+,Caucasian,236
SC,053,18-34,Caucasian,1238
FL,063,65+,African-American,1271
OR,065,18-34,Hispanic,281
FL,009,35-64,Asian,3049
KY,185,65+,Hispanic,8
SC,049,18-34,African-American,927
VA,650,35-64,Asian,53
MO,127,35-64,African-American,71
OH,049,35-64,Hispanic,1054
ND,017,35-64,Asian,92
SD,055,35-64,Caucasian,263
TX,095,65+,Caucasian,318
LA,039,35-64,African-American,1858
TX,335,65+,Caucasian,700
OR,039,65+,Native American,33
FL,055,35-64,African-American,1566
GA,245,35-64,Hispanic,670
IA,117,65+,Caucasian,1571
NM,033,35-64,Caucasian,62
KS,087,35-64,Uncoded,59
TX,075,18-34,Hispanic,86
TX,015,18-34,Uncoded,153
CO,093,35-64,Uncoded,145
LA,015,65+,Hispanic,109
OH,123,35-64,Hispanic,52
TN,093,35-64,Hispanic,165
MS,047,65+,Uncoded,570
NV,031,65+,Native American,77
GA,003,35-64,Caucasian,1056
GA,223,18-34,Native American,152
SC,023,65+,Uncoded,0
TX,321,65+,Uncoded,102
MT,031,18-34,Uncoded,384
MS,065,35-64,Caucasian,942
IA,031,18-34,Caucasian,1826
IA,103,35-64,Hispanic,153
FL,121,65+,African-American,460
MD,025,65+,African-American,1302
TX,221,18-34,Hispanic,341
TN,027,65+,Caucasian,1361
PA,075,65+,Uncoded,386
TX,255,65+,Caucasian,1000
MS,017,65+,African-American,929
CA,035,35-64,Uncoded,251
TX,207,65+,Caucasian,788
AL,127,18-34,African-American,455
CA,027,35-64,Native American,135
VA,690,35-64,Hispanic,9
CO,083,65+,Uncoded,77
MS,087,65+,Uncoded,55
IA,163,65+,African-American,269
MS,079,18-34,Uncoded,17
NE,037,18-34,Hispanic,249
OK,015,65+,African-American,37
NY,063,35-64,Native American,16
IN,139,65+,African-American,10
WI,075,18-34,Uncoded,19
MO,061,35-64,Uncoded,9
OK,121,65+,Uncoded,70
UT,007,35-64,Uncoded,91
OK,043,18-34,Caucasian,278
NC,199,18-34,Asian,4
TX,089,18-34,Hispanic,335
NE,083,35-64,Uncoded,19
OR,049,35-64,Hispanic,190
NE,119,65+,Uncoded,67
TX,201,18-34,Other,89
TN,143,18-34,Uncoded,63
VA,023,65+,Uncoded,46
AR,037,35-64,Uncoded,31
SC,033,35-64,Native American,134
TX,343,35-64,African-American,372
TX,459,18-34,Uncoded,209
TX,021,18-34,Asian,8
MN,025,65+,Uncoded,44
SC,083,65+,Native American,40
TN,033,35-64,Hispanic,40
RI,,18-34,Caucasian,65
GA,091,35-64,Other,13
OH,133,65+,Native American,5
IA,047,18-34,Hispanic,293
GA,207,18-34,Asian,26
VA,187,18-34,African-American,72
IL,027,35-64,Uncoded,92
TN,007,18-34,African-American,9
TN,161,18-34,African-American,11
KY,095,35-64,Uncoded,30
KY,099,35-64,African-American,74
MO,213,65+,Uncoded,111
MO,145,18-34,Uncoded,196
WA,001,18-34,Caucasian,614
WI,021,65+,Uncoded,78
MS,147,18-34,Uncoded,5
FL,123,35-64,Hispanic,49
FL,079,18-34,Uncoded,5
GA,053,35-64,African-American,229
MS,017,35-64,Uncoded,41
GA,137,18-34,Other,66
